,train_loss,train_acc,train_prec,train_rec,train_f1,val_loss,val_acc,val_prec,val_rec,val_f1
0,1.5567848605494345,0.33811475409836067,0.26822018196856906,0.25178438554667865,0.25177963751591437,1.785215049982071,0.2764227642276423,0.1091209517514871,0.18611111111111112,0.1366958311888832
1,1.4218771150035243,0.35655737704918034,0.3101429005776832,0.2451265451465332,0.23156996575049202,1.4393481612205505,0.35772357723577236,0.13075268817204302,0.22666666666666666,0.1636070853462158
2,1.366373477443572,0.4036885245901639,0.3038378637129088,0.3057127300198241,0.2985915707523087,1.7568140029907227,0.25203252032520324,0.387037037037037,0.26246031746031745,0.18411364545818326
3,1.340155912983802,0.4139344262295082,0.5165927076952193,0.31067090023519384,0.30886879193647626,1.842114046216011,0.3008130081300813,0.313114693858803,0.36214285714285716,0.2494021777309449
4,1.2843899015457398,0.42008196721311475,0.3970639990707939,0.3411679106223538,0.34992299629092083,1.407217115163803,0.34959349593495936,0.20586080586080585,0.2419047619047619,0.20803190841554015
5,1.214976514539411,0.4979508196721312,0.4628498361517569,0.4100485344678305,0.4104408605702544,1.8134093880653381,0.24390243902439024,0.4038351254480287,0.25857142857142856,0.22668259796778764
6,1.1505228607885298,0.4959016393442623,0.48480189096752574,0.41820666821036345,0.43459827402916273,1.7484384924173355,0.37398373983739835,0.3081283422459893,0.3115079365079365,0.255688088283025
7,1.0820468952578883,0.5471311475409836,0.5268056889204341,0.49118614704072117,0.5043891574914021,1.8883995860815048,0.35772357723577236,0.2669219440353461,0.23496031746031748,0.19313002196183637
8,1.0168134300939498,0.5717213114754098,0.5382390396450606,0.5119392111389324,0.5213436801830081,1.6164721846580505,0.36585365853658536,0.35694444444444445,0.3966269841269841,0.3422232691703684
9,1.0042592056335942,0.6065573770491803,0.6045102639234123,0.5498287736288593,0.5691890757237097,1.6568440794944763,0.35772357723577236,0.41165120593692023,0.3133333333333333,0.2991468644471607
10,0.7978323986453395,0.6823770491803278,0.6851460214593164,0.6172108997792833,0.64186652189213,2.0127267986536026,0.34146341463414637,0.27273492611838474,0.288015873015873,0.2683930614435125
